epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
166,8349,,,24.836923599243164,26236860.0,61.694522857666016,0.2964278757572174,24.836923599243164
166,8349,23.966136932373047,,,,,,
167,8399,,19.953088760375977,,,,,
167,8399,,,25.13727378845215,24782730.0,61.69644546508789,0.301849365234375,25.13727378845215
167,8399,22.720998764038086,,,,,,
168,8449,,21.266572952270508,,,,,
168,8449,,,24.810726165771484,26140414.0,61.34967041015625,0.29362234473228455,24.810726165771484
168,8449,22.397119522094727,,,,,,
169,8499,,23.458356857299805,,,,,
169,8499,,,24.62411117553711,28127552.0,60.7760124206543,0.290655255317688,24.62411117553711
169,8499,23.807998657226562,,,,,,
170,8549,,19.293128967285156,,,,,
170,8549,,,24.89525604248047,25343024.0,61.61531448364258,0.2996610999107361,24.89525604248047
170,8549,23.550268173217773,,,,,,
171,8599,,23.94591522216797,,,,,
171,8599,,,24.65825843811035,26406338.0,61.11201858520508,0.29761868715286255,24.65825843811035
171,8599,22.038190841674805,,,,,,
172,8649,,19.480079650878906,,,,,
172,8649,,,24.635601043701172,28522880.0,60.51395797729492,0.2907167077064514,24.635601043701172
172,8649,22.969022750854492,,,,,,
173,8699,,19.227767944335938,,,,,
173,8699,,,24.426624298095703,26432396.0,59.78584671020508,0.2899554669857025,24.426624298095703
173,8699,22.946290969848633,,,,,,
174,8749,,28.30461883544922,,,,,
174,8749,,,24.666292190551758,26124192.0,60.37511444091797,0.29096755385398865,24.666292190551758
174,8749,23.198589324951172,,,,,,
175,8799,,20.594778060913086,,,,,
175,8799,,,24.534120559692383,27820116.0,60.33687210083008,0.28977450728416443,24.534120559692383
175,8799,22.76168441772461,,,,,,
176,8849,,23.138408660888672,,,,,
176,8849,,,24.637041091918945,28784166.0,59.276153564453125,0.2921156585216522,24.637041091918945
176,8849,22.875242233276367,,,,,,
177,8899,,18.746540069580078,,,,,
177,8899,,,24.380334854125977,29241000.0,59.388267517089844,0.29059845209121704,24.380334854125977
177,8899,21.52679443359375,,,,,,
178,8949,,31.808944702148438,,,,,
178,8949,,,25.016374588012695,24609330.0,62.1296272277832,0.29929813742637634,25.016374588012695
178,8949,22.997726440429688,,,,,,
179,8999,,22.379779815673828,,,,,
179,8999,,,24.451875686645508,26075820.0,60.55424880981445,0.2902088761329651,24.451875686645508
179,8999,22.323965072631836,,,,,,
180,9049,,23.25958824157715,,,,,
180,9049,,,24.883438110351562,24328304.0,61.168548583984375,0.29752394556999207,24.883438110351562
180,9049,23.096778869628906,,,,,,
181,9099,,24.111452102661133,,,,,
181,9099,,,24.4611759185791,26595868.0,59.7985725402832,0.2904624044895172,24.4611759185791
181,9099,22.736955642700195,,,,,,
182,9149,,22.660642623901367,,,,,
182,9149,,,24.531496047973633,25355448.0,60.227909088134766,0.2931981384754181,24.531496047973633
182,9149,22.972402572631836,,,,,,
183,9199,,27.04955291748047,,,,,
183,9199,,,24.825786590576172,25691110.0,61.118629455566406,0.2935168445110321,24.825786590576172
183,9199,23.52120590209961,,,,,,
184,9249,,16.1762638092041,,,,,
184,9249,,,24.546749114990234,28056536.0,60.51747512817383,0.28954026103019714,24.546749114990234
184,9249,23.379587173461914,,,,,,
185,9299,,22.351247787475586,,,,,
185,9299,,,25.040603637695312,25061802.0,61.725772857666016,0.2992604076862335,25.040603637695312
185,9299,23.44906997680664,,,,,,
186,9349,,27.599660873413086,,,,,
186,9349,,,24.605751037597656,25829838.0,59.662994384765625,0.2928837239742279,24.605751037597656
186,9349,22.5035400390625,,,,,,
187,9399,,24.40387725830078,,,,,
187,9399,,,24.419408798217773,27504338.0,60.14359664916992,0.28964513540267944,24.419408798217773
187,9399,23.043006896972656,,,,,,
188,9449,,24.477745056152344,,,,,
188,9449,,,24.62746238708496,25867228.0,60.39606475830078,0.298544317483902,24.62746238708496
188,9449,23.513622283935547,,,,,,
189,9499,,26.094953536987305,,,,,
189,9499,,,24.91029930114746,25303670.0,61.49192428588867,0.3043467104434967,24.91029930114746
189,9499,23.36469268798828,,,,,,
190,9549,,25.391002655029297,,,,,
190,9549,,,24.455169677734375,26613248.0,59.707759857177734,0.29120320081710815,24.455169677734375
190,9549,23.12881088256836,,,,,,
191,9599,,22.48819351196289,,,,,
191,9599,,,24.5225887298584,25899068.0,59.37202835083008,0.2969478368759155,24.5225887298584
191,9599,22.629255294799805,,,,,,
192,9649,,14.470768928527832,,,,,
192,9649,,,24.956857681274414,29736970.0,60.40072250366211,0.2946852743625641,24.956857681274414
192,9649,23.058507919311523,,,,,,
193,9699,,18.991193771362305,,,,,
193,9699,,,24.7362060546875,25749356.0,60.597103118896484,0.2949621081352234,24.7362060546875
193,9699,23.054237365722656,,,,,,
194,9749,,20.217947006225586,,,,,
194,9749,,,24.500125885009766,26339730.0,60.96555709838867,0.2944030463695526,24.500125885009766
194,9749,23.37515640258789,,,,,,
195,9799,,23.933563232421875,,,,,
195,9799,,,24.397951126098633,25907480.0,60.659332275390625,0.2907663583755493,24.397951126098633
195,9799,23.034666061401367,,,,,,
196,9849,,21.965839385986328,,,,,
196,9849,,,24.705957412719727,26945616.0,61.426082611083984,0.29544520378112793,24.705957412719727
196,9849,22.657323837280273,,,,,,
197,9899,,21.058406829833984,,,,,
197,9899,,,24.357629776000977,26819944.0,60.039730072021484,0.28870365023612976,24.357629776000977
197,9899,23.425718307495117,,,,,,
198,9949,,25.283445358276367,,,,,
198,9949,,,24.6993350982666,26811954.0,61.765411376953125,0.2905886471271515,24.6993350982666
198,9949,21.945356369018555,,,,,,
199,9999,,22.88030242919922,,,,,
199,9999,,,24.298921585083008,27204448.0,59.72892379760742,0.2893124222755432,24.298921585083008
199,9999,22.356029510498047,,,,,,
