epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
13,699,,,28.058130264282227,32692022.0,69.08430480957031,0.3137074112892151,28.058130264282227
13,699,25.010251998901367,,,,,,
14,749,,25.976879119873047,,,,,
14,749,,,27.251235961914062,31498848.0,67.56702423095703,0.3072642385959625,27.251235961914062
14,749,23.118972778320312,,,,,,
15,799,,21.71463966369629,,,,,
15,799,,,27.330448150634766,31124290.0,69.27448272705078,0.31215357780456543,27.330448150634766
15,799,25.966995239257812,,,,,,
16,849,,19.412464141845703,,,,,
16,849,,,27.08985137939453,31650366.0,66.75211334228516,0.30703285336494446,27.08985137939453
16,849,24.427366256713867,,,,,,
17,899,,25.96710777282715,,,,,
17,899,,,26.9501895904541,29125916.0,67.87451934814453,0.30817335844039917,26.9501895904541
17,899,24.834983825683594,,,,,,
18,949,,30.098020553588867,,,,,
18,949,,,26.848649978637695,28564530.0,67.15072631835938,0.30661728978157043,26.848649978637695
18,949,25.67995834350586,,,,,,
19,999,,21.687355041503906,,,,,
19,999,,,26.630653381347656,28622276.0,65.74173736572266,0.30802682042121887,26.630653381347656
19,999,26.00390625,,,,,,
20,1049,,31.40057373046875,,,,,
20,1049,,,26.82372283935547,29203008.0,66.02469635009766,0.30892235040664673,26.82372283935547
20,1049,24.18472671508789,,,,,,
21,1099,,26.417261123657227,,,,,
21,1099,,,26.95010757446289,30817642.0,65.668701171875,0.30755171179771423,26.95010757446289
21,1099,26.071643829345703,,,,,,
22,1149,,27.39485740661621,,,,,
22,1149,,,26.30813217163086,30101698.0,65.13536071777344,0.302460253238678,26.30813217163086
22,1149,25.395727157592773,,,,,,
23,1199,,24.44066047668457,,,,,
23,1199,,,26.47003746032715,30101732.0,65.60490417480469,0.303676962852478,26.47003746032715
23,1199,25.82223129272461,,,,,,
24,1249,,29.3221492767334,,,,,
24,1249,,,26.6285343170166,27598430.0,66.4437026977539,0.30683448910713196,26.6285343170166
24,1249,25.044084548950195,,,,,,
25,1299,,43.88650894165039,,,,,
25,1299,,,27.480558395385742,25392814.0,68.64303588867188,0.3272373080253601,27.480558395385742
25,1299,25.073226928710938,,,,,,
26,1349,,21.82757568359375,,,,,
26,1349,,,26.472604751586914,27743570.0,66.03909301757812,0.3111233413219452,26.472604751586914
26,1349,24.57931137084961,,,,,,
27,1399,,21.27769660949707,,,,,
27,1399,,,26.00868797302246,29583808.0,63.76530075073242,0.3033279776573181,26.00868797302246
27,1399,24.362619400024414,,,,,,
28,1449,,26.687461853027344,,,,,
28,1449,,,26.5955753326416,31049890.0,65.39459228515625,0.3030467927455902,26.5955753326416
28,1449,25.51586151123047,,,,,,
29,1499,,22.274761199951172,,,,,
29,1499,,,26.369203567504883,31221420.0,64.95853424072266,0.3045944273471832,26.369203567504883
29,1499,23.724609375,,,,,,
30,1549,,30.409954071044922,,,,,
30,1549,,,25.952491760253906,27528094.0,64.38157653808594,0.30319494009017944,25.952491760253906
30,1549,25.23922348022461,,,,,,
31,1599,,22.381284713745117,,,,,
31,1599,,,25.862390518188477,29105820.0,63.07763671875,0.30169597268104553,25.862390518188477
31,1599,24.92144775390625,,,,,,
32,1649,,20.57878875732422,,,,,
32,1649,,,25.97161102294922,26681446.0,63.670494079589844,0.307086706161499,25.97161102294922
32,1649,25.044218063354492,,,,,,
33,1699,,20.17583656311035,,,,,
33,1699,,,26.14164924621582,29912352.0,63.039306640625,0.30377787351608276,26.14164924621582
33,1699,24.479520797729492,,,,,,
34,1749,,21.382144927978516,,,,,
34,1749,,,25.74937629699707,27472574.0,62.98667526245117,0.3010677397251129,25.74937629699707
34,1749,23.372520446777344,,,,,,
35,1799,,22.628360748291016,,,,,
35,1799,,,25.697254180908203,28437084.0,63.290035247802734,0.3017404079437256,25.697254180908203
35,1799,24.291706085205078,,,,,,
36,1849,,19.565135955810547,,,,,
36,1849,,,25.652132034301758,27578560.0,63.800331115722656,0.30170801281929016,25.652132034301758
36,1849,24.084287643432617,,,,,,
37,1899,,24.078580856323242,,,,,
37,1899,,,25.968046188354492,29026260.0,63.461334228515625,0.30126798152923584,25.968046188354492
37,1899,24.419471740722656,,,,,,
38,1949,,18.893619537353516,,,,,
38,1949,,,26.692657470703125,24974128.0,65.16858673095703,0.32212522625923157,26.692657470703125
38,1949,23.937849044799805,,,,,,
39,1999,,21.864181518554688,,,,,
39,1999,,,25.749515533447266,28309910.0,63.42022705078125,0.29970207810401917,25.749515533447266
39,1999,23.472291946411133,,,,,,
40,2049,,22.32223892211914,,,,,
40,2049,,,26.206073760986328,28488812.0,64.22805786132812,0.3087400794029236,26.206073760986328
40,2049,25.379350662231445,,,,,,
41,2099,,22.62745475769043,,,,,
41,2099,,,26.24563980102539,25816180.0,65.19723510742188,0.3159599006175995,26.24563980102539
41,2099,23.805662155151367,,,,,,
42,2149,,20.65946388244629,,,,,
42,2149,,,25.770706176757812,28739932.0,63.27851867675781,0.3010943830013275,25.770706176757812
42,2149,22.511075973510742,,,,,,
43,2199,,20.23576545715332,,,,,
43,2199,,,25.4824161529541,27238002.0,62.885799407958984,0.30091553926467896,25.4824161529541
43,2199,23.5575008392334,,,,,,
44,2249,,24.13355255126953,,,,,
44,2249,,,25.662382125854492,26117830.0,63.42904281616211,0.30847933888435364,25.662382125854492
44,2249,23.744247436523438,,,,,,
45,2299,,37.437782287597656,,,,,
45,2299,,,25.77927017211914,30150518.0,62.43941879272461,0.3000442087650299,25.77927017211914
45,2299,23.755708694458008,,,,,,
46,2349,,19.776180267333984,,,,,
46,2349,,,25.641807556152344,28675374.0,63.461402893066406,0.2998247742652893,25.641807556152344
46,2349,24.03676986694336,,,,,,
47,2399,,29.481002807617188,,,,,
47,2399,,,25.544784545898438,30220048.0,62.71058654785156,0.29708921909332275,25.544784545898438
47,2399,24.642717361450195,,,,,,
48,2449,,28.794008255004883,,,,,
48,2449,,,25.872718811035156,29410706.0,64.80268859863281,0.29694974422454834,25.872718811035156
48,2449,23.17880630493164,,,,,,
49,2499,,25.602825164794922,,,,,
49,2499,,,25.72264862060547,25656328.0,64.02117156982422,0.3071225881576538,25.72264862060547
49,2499,23.940113067626953,,,,,,
50,2549,,22.61712646484375,,,,,
50,2549,,,25.719860076904297,26396578.0,64.36993408203125,0.30382078886032104,25.719860076904297
50,2549,23.139877319335938,,,,,,
51,2599,,27.739990234375,,,,,
51,2599,,,25.890186309814453,26569520.0,63.47594451904297,0.3045222759246826,25.890186309814453
51,2599,24.151596069335938,,,,,,
52,2649,,22.621353149414062,,,,,
52,2649,,,25.543020248413086,29590216.0,63.25777816772461,0.29705458879470825,25.543020248413086
52,2649,23.984418869018555,,,,,,
53,2699,,22.471574783325195,,,,,
53,2699,,,25.44148063659668,28628610.0,62.289939880371094,0.29825082421302795,25.44148063659668
53,2699,24.323976516723633,,,,,,
54,2749,,21.70563316345215,,,,,
54,2749,,,25.266529083251953,26272850.0,62.319034576416016,0.2973971366882324,25.266529083251953
54,2749,24.227008819580078,,,,,,
55,2799,,23.600723266601562,,,,,
55,2799,,,25.32977294921875,27361266.0,61.4870491027832,0.2974303662776947,25.32977294921875
55,2799,23.48259735107422,,,,,,
56,2849,,30.59845733642578,,,,,
56,2849,,,25.84437370300293,29206902.0,64.0337142944336,0.2996114194393158,25.84437370300293
56,2849,24.006868362426758,,,,,,
57,2899,,20.348400115966797,,,,,
57,2899,,,25.272918701171875,27201570.0,62.96165084838867,0.2974146008491516,25.272918701171875
57,2899,22.5969295501709,,,,,,
58,2949,,17.722305297851562,,,,,
58,2949,,,25.255231857299805,28041106.0,61.26371765136719,0.29551416635513306,25.255231857299805
58,2949,23.747272491455078,,,,,,
59,2999,,20.89728546142578,,,,,
59,2999,,,25.592376708984375,29913708.0,61.96907424926758,0.29700422286987305,25.592376708984375
59,2999,23.105382919311523,,,,,,
60,3049,,24.587594985961914,,,,,
60,3049,,,25.407377243041992,28823132.0,61.83137130737305,0.2972986400127411,25.407377243041992
60,3049,22.736833572387695,,,,,,
61,3099,,22.502071380615234,,,,,
61,3099,,,25.142929077148438,26746442.0,61.613189697265625,0.29722175002098083,25.142929077148438
61,3099,23.86526870727539,,,,,,
62,3149,,23.20528793334961,,,,,
62,3149,,,25.45832061767578,28794212.0,62.375308990478516,0.29600781202316284,25.45832061767578
62,3149,23.580608367919922,,,,,,
63,3199,,26.77376365661621,,,,,
63,3199,,,25.621538162231445,25968446.0,63.83956527709961,0.303374320268631,25.621538162231445
63,3199,23.725139617919922,,,,,,
64,3249,,20.61919403076172,,,,,
64,3249,,,25.201261520385742,27431762.0,61.42584991455078,0.2976638376712799,25.201261520385742
64,3249,23.760194778442383,,,,,,
65,3299,,22.755767822265625,,,,,
65,3299,,,25.31808853149414,26765226.0,62.0218620300293,0.29772865772247314,25.31808853149414
65,3299,23.624553680419922,,,,,,
66,3349,,18.43356704711914,,,,,
66,3349,,,26.620004653930664,22881236.0,65.30401611328125,0.32384154200553894,26.620004653930664
66,3349,23.705078125,,,,,,
67,3399,,25.2464542388916,,,,,
67,3399,,,25.15775489807129,25035518.0,62.00141906738281,0.29673656821250916,25.15775489807129
67,3399,24.736326217651367,,,,,,
68,3449,,35.900230407714844,,,,,
68,3449,,,26.05082893371582,24756620.0,64.44275665283203,0.3047645390033722,26.05082893371582
68,3449,24.18132972717285,,,,,,
69,3499,,19.605682373046875,,,,,
69,3499,,,25.580190658569336,25208224.0,62.751380920410156,0.3049158453941345,25.580190658569336
69,3499,22.926557540893555,,,,,,
70,3549,,29.644399642944336,,,,,
70,3549,,,25.462984085083008,28299638.0,62.01911926269531,0.29737281799316406,25.462984085083008
70,3549,23.435285568237305,,,,,,
71,3599,,18.39616584777832,,,,,
71,3599,,,25.181922912597656,26995974.0,62.14728546142578,0.29584524035453796,25.181922912597656
71,3599,23.934894561767578,,,,,,
72,3649,,23.291654586791992,,,,,
72,3649,,,25.11746597290039,28971418.0,61.56327819824219,0.29329702258110046,25.11746597290039
72,3649,23.064672470092773,,,,,,
73,3699,,24.846248626708984,,,,,
73,3699,,,25.573657989501953,25530524.0,63.803138732910156,0.30309924483299255,25.573657989501953
73,3699,24.742149353027344,,,,,,
74,3749,,16.062623977661133,,,,,
74,3749,,,25.244787216186523,25703458.0,62.31870651245117,0.300652414560318,25.244787216186523
74,3749,23.207046508789062,,,,,,
75,3799,,24.408857345581055,,,,,
75,3799,,,25.250511169433594,25882334.0,61.41059875488281,0.306777685880661,25.250511169433594
75,3799,23.42284393310547,,,,,,
76,3849,,21.67450523376465,,,,,
76,3849,,,25.769609451293945,30820796.0,62.509544372558594,0.30100178718566895,25.769609451293945
76,3849,23.96445083618164,,,,,,
77,3899,,27.19023895263672,,,,,
77,3899,,,24.951562881469727,27924820.0,60.609107971191406,0.29405757784843445,24.951562881469727
77,3899,23.735576629638672,,,,,,
78,3949,,22.895076751708984,,,,,
78,3949,,,25.683860778808594,25384744.0,63.0999755859375,0.3075682818889618,25.683860778808594
78,3949,22.856618881225586,,,,,,
79,3999,,23.796018600463867,,,,,
79,3999,,,25.229291915893555,25418532.0,62.97959518432617,0.2969014048576355,25.229291915893555
79,3999,24.436565399169922,,,,,,
80,4049,,20.64590072631836,,,,,
80,4049,,,25.028961181640625,26332864.0,61.08919143676758,0.2976313531398773,25.028961181640625
80,4049,23.957395553588867,,,,,,
81,4099,,17.576034545898438,,,,,
81,4099,,,25.642690658569336,29065120.0,61.46144104003906,0.2993280291557312,25.642690658569336
81,4099,24.210405349731445,,,,,,
82,4149,,24.099428176879883,,,,,
82,4149,,,25.17139434814453,28875746.0,61.78056716918945,0.29368820786476135,25.17139434814453
82,4149,23.821481704711914,,,,,,
83,4199,,27.346677780151367,,,,,
83,4199,,,25.54576873779297,28942026.0,61.936466217041016,0.29607364535331726,25.54576873779297
83,4199,24.138473510742188,,,,,,
84,4249,,24.131725311279297,,,,,
84,4249,,,25.234107971191406,26317696.0,62.40632629394531,0.2992090582847595,25.234107971191406
84,4249,23.348434448242188,,,,,,
85,4299,,22.706865310668945,,,,,
85,4299,,,25.402965545654297,25751186.0,63.033443450927734,0.3045429289340973,25.402965545654297
85,4299,23.543733596801758,,,,,,
86,4349,,19.844560623168945,,,,,
86,4349,,,25.413558959960938,23862456.0,62.161136627197266,0.30179157853126526,25.413558959960938
86,4349,23.176774978637695,,,,,,
87,4399,,17.280303955078125,,,,,
87,4399,,,25.03082847595215,26559392.0,61.315467834472656,0.2964855134487152,25.03082847595215
87,4399,23.799806594848633,,,,,,
88,4449,,26.904537200927734,,,,,
88,4449,,,24.979921340942383,26427962.0,61.2280158996582,0.29547542333602905,24.979921340942383
88,4449,24.39800453186035,,,,,,
89,4499,,25.824689865112305,,,,,
89,4499,,,24.924137115478516,26696632.0,61.68634796142578,0.2931341528892517,24.924137115478516
89,4499,24.0451602935791,,,,,,
90,4549,,24.055824279785156,,,,,
90,4549,,,25.394500732421875,25178382.0,61.850032806396484,0.3015885651111603,25.394500732421875
90,4549,22.627145767211914,,,,,,
91,4599,,29.62082290649414,,,,,
91,4599,,,25.841646194458008,25118534.0,64.23755645751953,0.3072880804538727,25.841646194458008
91,4599,24.104978561401367,,,,,,
92,4649,,23.87764549255371,,,,,
92,4649,,,25.282155990600586,24728308.0,62.11721420288086,0.3007946312427521,25.282155990600586
92,4649,23.046533584594727,,,,,,
93,4699,,23.030778884887695,,,,,
93,4699,,,25.014562606811523,26693978.0,61.82310485839844,0.2955816686153412,25.014562606811523
93,4699,23.654203414916992,,,,,,
94,4749,,29.01972198486328,,,,,
94,4749,,,25.237985610961914,27698524.0,62.33937454223633,0.2955573797225952,25.237985610961914
94,4749,23.364219665527344,,,,,,
95,4799,,22.40674591064453,,,,,
95,4799,,,25.295166015625,29468382.0,60.94144821166992,0.29707515239715576,25.295166015625
95,4799,23.04697036743164,,,,,,
96,4849,,22.48099708557129,,,,,
96,4849,,,25.078840255737305,28129288.0,61.77436065673828,0.29492974281311035,25.078840255737305
96,4849,23.321147918701172,,,,,,
97,4899,,23.439409255981445,,,,,
97,4899,,,25.08269691467285,27921948.0,62.06932830810547,0.295333594083786,25.08269691467285
97,4899,22.776731491088867,,,,,,
98,4949,,22.741436004638672,,,,,
98,4949,,,25.012632369995117,27468066.0,61.68119812011719,0.2946185767650604,25.012632369995117
98,4949,23.67059326171875,,,,,,
99,4999,,26.10613441467285,,,,,
99,4999,,,24.98139190673828,28416080.0,60.89720916748047,0.29408469796180725,24.98139190673828
99,4999,23.500205993652344,,,,,,
100,5049,,23.739727020263672,,,,,
100,5049,,,24.914554595947266,26179360.0,61.687923431396484,0.2958780527114868,24.914554595947266
100,5049,23.58733367919922,,,,,,
101,5099,,35.73057174682617,,,,,
101,5099,,,25.236406326293945,27264510.0,62.467247009277344,0.2956710457801819,25.236406326293945
101,5099,23.420717239379883,,,,,,
102,5149,,18.131738662719727,,,,,
102,5149,,,25.205394744873047,25133630.0,62.92656707763672,0.29934632778167725,25.205394744873047
102,5149,22.767213821411133,,,,,,
103,5199,,35.93496322631836,,,,,
103,5199,,,24.826480865478516,27274626.0,60.71253204345703,0.29280972480773926,24.826480865478516
103,5199,22.810422897338867,,,,,,
104,5249,,22.5357666015625,,,,,
104,5249,,,25.077884674072266,26119604.0,61.09981155395508,0.2958035171031952,25.077884674072266
104,5249,24.71770668029785,,,,,,
105,5299,,22.346439361572266,,,,,
105,5299,,,25.387348175048828,26712200.0,63.051475524902344,0.2974708080291748,25.387348175048828
105,5299,23.05203628540039,,,,,,
106,5349,,23.811851501464844,,,,,
106,5349,,,24.935070037841797,26843794.0,60.85597229003906,0.2941572368144989,24.935070037841797
106,5349,23.65587615966797,,,,,,
107,5399,,20.160503387451172,,,,,
107,5399,,,24.97397804260254,26762764.0,61.65107727050781,0.29371193051338196,24.97397804260254
107,5399,24.15935707092285,,,,,,
108,5449,,18.15067481994629,,,,,
108,5449,,,25.186538696289062,25143332.0,62.050899505615234,0.297610878944397,25.186538696289062
108,5449,23.241455078125,,,,,,
109,5499,,20.633808135986328,,,,,
109,5499,,,26.156696319580078,24288342.0,64.95130157470703,0.3106837272644043,26.156696319580078
109,5499,21.971609115600586,,,,,,
110,5549,,17.984567642211914,,,,,
110,5549,,,24.763662338256836,27850102.0,60.9329948425293,0.2919861376285553,24.763662338256836
110,5549,23.150293350219727,,,,,,
111,5599,,24.407390594482422,,,,,
111,5599,,,24.80059051513672,26504798.0,62.01535415649414,0.2919563055038452,24.80059051513672
111,5599,24.3358211517334,,,,,,
112,5649,,19.955232620239258,,,,,
112,5649,,,25.04050064086914,26533988.0,62.912879943847656,0.2970607280731201,25.04050064086914
112,5649,23.376420974731445,,,,,,
113,5699,,21.619430541992188,,,,,
113,5699,,,25.166162490844727,26772574.0,61.468536376953125,0.2932928204536438,25.166162490844727
113,5699,22.309280395507812,,,,,,
114,5749,,21.80718231201172,,,,,
114,5749,,,24.96271324157715,25133876.0,61.442527770996094,0.2983573079109192,24.96271324157715
114,5749,23.020963668823242,,,,,,
115,5799,,18.853351593017578,,,,,
115,5799,,,24.931734085083008,25443508.0,60.77394104003906,0.297439306974411,24.931734085083008
115,5799,22.918916702270508,,,,,,
116,5849,,23.0116024017334,,,,,
116,5849,,,25.642126083374023,23734458.0,62.22664260864258,0.31005004048347473,25.642126083374023
116,5849,23.00661849975586,,,,,,
117,5899,,22.857315063476562,,,,,
117,5899,,,24.970623016357422,26894128.0,63.01005172729492,0.2927400469779968,24.970623016357422
117,5899,22.858070373535156,,,,,,
118,5949,,24.661413192749023,,,,,
118,5949,,,25.109886169433594,26776168.0,61.056495666503906,0.29493725299835205,25.109886169433594
118,5949,23.680400848388672,,,,,,
119,5999,,19.567218780517578,,,,,
119,5999,,,24.680662155151367,27918136.0,60.57524871826172,0.2927219867706299,24.680662155151367
119,5999,23.369531631469727,,,,,,
120,6049,,21.31019401550293,,,,,
120,6049,,,25.03900718688965,28036142.0,60.39726257324219,0.29535892605781555,25.03900718688965
120,6049,23.444908142089844,,,,,,
121,6099,,19.066320419311523,,,,,
121,6099,,,24.881418228149414,28076124.0,60.54441452026367,0.29328644275665283,24.881418228149414
121,6099,23.898107528686523,,,,,,
122,6149,,23.996826171875,,,,,
122,6149,,,24.910640716552734,27710556.0,60.7491455078125,0.29413294792175293,24.910640716552734
122,6149,22.875490188598633,,,,,,
123,6199,,22.975950241088867,,,,,
123,6199,,,24.898239135742188,25785438.0,60.56309509277344,0.2964904010295868,24.898239135742188
123,6199,23.440305709838867,,,,,,
124,6249,,29.312057495117188,,,,,
124,6249,,,25.7093505859375,30951550.0,61.97541046142578,0.3008715510368347,25.7093505859375
124,6249,23.941551208496094,,,,,,
125,6299,,20.502735137939453,,,,,
125,6299,,,24.811840057373047,28615208.0,61.16179656982422,0.29136812686920166,24.811840057373047
125,6299,22.815845489501953,,,,,,
126,6349,,25.72353172302246,,,,,
126,6349,,,24.535207748413086,28339000.0,59.93424987792969,0.2907046675682068,24.535207748413086
126,6349,22.870878219604492,,,,,,
127,6399,,15.679496765136719,,,,,
127,6399,,,24.860122680664062,28622506.0,60.826210021972656,0.2948572337627411,24.860122680664062
127,6399,24.316452026367188,,,,,,
128,6449,,24.578094482421875,,,,,
128,6449,,,25.795663833618164,24984820.0,63.14751434326172,0.31145623326301575,25.795663833618164
128,6449,22.580520629882812,,,,,,
129,6499,,19.152894973754883,,,,,
129,6499,,,24.887357711791992,28004170.0,61.77001953125,0.2913439869880676,24.887357711791992
129,6499,22.92566680908203,,,,,,
130,6549,,18.84272003173828,,,,,
130,6549,,,24.55483627319336,27570246.0,60.50049591064453,0.28966590762138367,24.55483627319336
130,6549,22.58281707763672,,,,,,
131,6599,,19.900014877319336,,,,,
131,6599,,,27.0692195892334,21517076.0,65.9476318359375,0.33507126569747925,27.0692195892334
131,6599,23.438291549682617,,,,,,
132,6649,,20.551685333251953,,,,,
132,6649,,,24.541339874267578,26510136.0,60.212005615234375,0.29178375005722046,24.541339874267578
132,6649,23.237228393554688,,,,,,
133,6699,,31.565845489501953,,,,,
133,6699,,,24.614736557006836,26084040.0,60.60417556762695,0.2931569516658783,24.614736557006836
133,6699,23.953880310058594,,,,,,
134,6749,,23.509777069091797,,,,,
134,6749,,,24.901531219482422,26702104.0,60.913455963134766,0.29493483901023865,24.901531219482422
134,6749,22.699888229370117,,,,,,
135,6799,,24.084331512451172,,,,,
135,6799,,,24.575489044189453,26762800.0,59.72971725463867,0.29199647903442383,24.575489044189453
135,6799,22.21210479736328,,,,,,
136,6849,,20.193832397460938,,,,,
136,6849,,,24.73004722595215,27036298.0,60.0831184387207,0.2926516830921173,24.73004722595215
136,6849,22.704387664794922,,,,,,
137,6899,,28.346534729003906,,,,,
137,6899,,,24.478498458862305,27381432.0,60.1212272644043,0.2906506657600403,24.478498458862305
137,6899,23.15200424194336,,,,,,
138,6949,,20.657869338989258,,,,,
138,6949,,,24.530221939086914,27657268.0,59.56080627441406,0.2908661365509033,24.530221939086914
138,6949,22.933748245239258,,,,,,
139,6999,,27.125167846679688,,,,,
139,6999,,,24.807695388793945,27953288.0,59.815711975097656,0.2940049171447754,24.807695388793945
139,6999,24.035554885864258,,,,,,
140,7049,,31.228456497192383,,,,,
140,7049,,,24.74094581604004,26162676.0,60.11461639404297,0.29326874017715454,24.74094581604004
140,7049,22.99239730834961,,,,,,
141,7099,,20.03514862060547,,,,,
141,7099,,,24.877046585083008,28299738.0,59.957340240478516,0.29400011897087097,24.877046585083008
141,7099,23.275285720825195,,,,,,
142,7149,,23.288448333740234,,,,,
142,7149,,,24.84597396850586,25831906.0,60.94374465942383,0.3008407950401306,24.84597396850586
142,7149,23.422462463378906,,,,,,
143,7199,,17.809402465820312,,,,,
143,7199,,,24.56385612487793,27636718.0,59.964229583740234,0.29214248061180115,24.56385612487793
143,7199,23.146282196044922,,,,,,
144,7249,,27.48102569580078,,,,,
144,7249,,,24.775968551635742,26856354.0,61.52544403076172,0.29453030228614807,24.775968551635742
144,7249,22.895341873168945,,,,,,
145,7299,,29.05315589904785,,,,,
145,7299,,,24.607553482055664,27799776.0,60.46324157714844,0.290941059589386,24.607553482055664
145,7299,23.832233428955078,,,,,,
146,7349,,26.37799072265625,,,,,
146,7349,,,25.4135799407959,24871658.0,64.34944152832031,0.29850974678993225,25.4135799407959
146,7349,23.628740310668945,,,,,,
147,7399,,21.230989456176758,,,,,
147,7399,,,24.868152618408203,28163684.0,61.20515823364258,0.29997050762176514,24.868152618408203
147,7399,22.989574432373047,,,,,,
148,7449,,24.324169158935547,,,,,
148,7449,,,25.198070526123047,25854074.0,62.732276916503906,0.3005380630493164,25.198070526123047
148,7449,23.295061111450195,,,,,,
149,7499,,32.114234924316406,,,,,
149,7499,,,25.022974014282227,26229274.0,61.489253997802734,0.297782301902771,25.022974014282227
149,7499,22.415485382080078,,,,,,
150,7549,,26.803197860717773,,,,,
150,7549,,,25.506040573120117,26054238.0,64.59933471679688,0.2977744936943054,25.506040573120117
150,7549,22.80669593811035,,,,,,
151,7599,,22.240964889526367,,,,,
151,7599,,,24.905292510986328,25980302.0,60.999454498291016,0.30078914761543274,24.905292510986328
151,7599,22.97399139404297,,,,,,
152,7649,,20.96442985534668,,,,,
152,7649,,,24.53573226928711,27160238.0,60.50853729248047,0.2936854660511017,24.53573226928711
152,7649,22.501911163330078,,,,,,
153,7699,,20.850685119628906,,,,,
153,7699,,,24.402814865112305,29120396.0,59.1904296875,0.28922799229621887,24.402814865112305
153,7699,22.681547164916992,,,,,,
154,7749,,23.429677963256836,,,,,
154,7749,,,25.49725914001465,31607804.0,61.965782165527344,0.2951582372188568,25.49725914001465
154,7749,24.038469314575195,,,,,,
155,7799,,18.621877670288086,,,,,
155,7799,,,24.592565536499023,28620790.0,61.15026092529297,0.29026156663894653,24.592565536499023
155,7799,22.800508499145508,,,,,,
156,7849,,26.08677864074707,,,,,
156,7849,,,24.754369735717773,28644736.0,60.5151481628418,0.2912984788417816,24.754369735717773
156,7849,23.355772018432617,,,,,,
157,7899,,19.952119827270508,,,,,
157,7899,,,24.890424728393555,29908114.0,62.218502044677734,0.2903062105178833,24.890424728393555
157,7899,22.663782119750977,,,,,,
158,7949,,24.747095108032227,,,,,
158,7949,,,24.851947784423828,29947686.0,60.6357307434082,0.2921583652496338,24.851947784423828
158,7949,24.406291961669922,,,,,,
159,7999,,21.548282623291016,,,,,
159,7999,,,24.644302368164062,28949108.0,60.39805221557617,0.2912813425064087,24.644302368164062
159,7999,23.438804626464844,,,,,,
160,8049,,19.5247745513916,,,,,
160,8049,,,24.6762638092041,26843048.0,61.666690826416016,0.29489004611968994,24.6762638092041
160,8049,22.640949249267578,,,,,,
161,8099,,36.248172760009766,,,,,
161,8099,,,24.872167587280273,25872446.0,61.19734573364258,0.29660218954086304,24.872167587280273
161,8099,24.274465560913086,,,,,,
162,8149,,22.517131805419922,,,,,
162,8149,,,24.68111228942871,27499086.0,62.18206787109375,0.2904302477836609,24.68111228942871
162,8149,23.392057418823242,,,,,,
163,8199,,27.069046020507812,,,,,
163,8199,,,24.61864471435547,26177806.0,61.198604583740234,0.2926807403564453,24.61864471435547
163,8199,23.38775062561035,,,,,,
164,8249,,21.326284408569336,,,,,
164,8249,,,24.638671875,27630216.0,61.340179443359375,0.2893740236759186,24.638671875
164,8249,21.914583206176758,,,,,,
165,8299,,18.08854866027832,,,,,
165,8299,,,24.857341766357422,27530894.0,62.92127227783203,0.2921682894229889,24.857341766357422
165,8299,22.66399383544922,,,,,,
166,8349,,24.17180061340332,,,,,
